Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
0.5878287615873572,2,0.45396940733982605,2,0.0,4,1,1,1,0.24047834769120568,2,3,7,3,1,0.8577572380726917,0.587654869648761,0.7453559924999299,0,0.0,3,3,0,0.6555546393565684,0.3605271030785873,1,0.700446939104748,0.0,0.9345270414388372,0.6713068087831271,1
0.5172253842369607,2,0.369802179610235,2,0.24775682205471394,2,1,4,0,0.030680275381826494,1,2,7,4,2,0.7050001857051011,0.9474903959302293,0.7453559924999299,0,0.16096982829856898,3,1,0,0.34462630236565955,0.5863729078337659,3,0.16924600772686804,0.2448744201139401,0.37239413927865583,0.23159972256771172,0
0.771651870460476,2,0.07287704935857417,2,0.32335692379886977,2,2,4,0,0.045944614526807426,2,5,3,2,1,0.9872096353946951,0.3912708372153727,0.4714045207910317,0,0.40628891547976664,3,3,1,0.8149470539518414,0.3605271030785873,3,0.6298163683670036,0.48652451285631315,0.0,0.7198360429530328,0
0.6101871344330334,2,0.8549523836579404,2,0.7158006183367057,3,1,3,1,0.7254745244648361,3,2,7,2,1,0.8410828146724203,0.489147333857199,0.0,0,0.0,3,4,1,0.4843653196000037,0.5863729078337659,3,0.5721230700883236,0.7249927338131055,0.8223742918672109,0.6713068087831271,0
0.4135181125688874,2,0.7906900169341408,1,0.438532872985384,3,5,1,0,0.26985262912360575,2,2,2,4,1,0.6236762686491151,0.8915132047391937,0.0,0,0.16096982829856898,3,1,1,0.4843653196000037,1.0,3,0.5721230700883236,0.2448744201139401,0.7789627727958692,0.6713068087831271,0
0.5172253842369607,2,0.5946766624377428,0,0.24775682205471394,2,0,3,1,0.8360577458607864,3,1,1,4,1,0.5529714689911902,0.00961061141070485,0.0,0,0.7720064314322386,3,3,1,0.24872489625691704,0.0,1,0.27290280744439815,0.2448744201139401,0.0,0.23159972256771172,0
0.5172253842369607,2,0.7858194012418441,1,0.24775682205471394,3,1,4,0,0.5290682435247483,3,2,6,2,0,0.6738142046538353,0.7464103227968782,0.3333333333333333,0,0.16096982829856898,3,3,1,0.5130335995887932,0.3605271030785873,3,0.6298163683670036,0.7249927338131055,0.8223742918672109,0.7629142499894663,0
0.5649032812590571,0,0.19899629021304321,2,0.7407811250550007,4,2,4,1,0.8360577458607864,1,2,7,4,0,0.6722960692448634,0.4116783719231988,0.3333333333333333,0,0.970860332357951,4,1,1,0.6125457952642717,0.7537023469282028,2,0.7209172799860069,0.8630294326640156,0.9345270414388372,0.8369005063545877,0
0.5413799416248,2,0.7955511218964051,0,0.9543734772435304,4,1,3,0,0.015365998159247884,3,3,1,4,2,0.8112646977914952,0.6509686785341643,0.3333333333333333,1,0.5835659686529198,3,3,0,0.4536647081213162,0.3605271030785873,3,0.5721230700883236,0.0,0.0,0.6713068087831271,0
0.5413799416248,2,0.8732792814768439,1,0.764500998350571,3,1,4,1,0.613727582970217,3,3,0,3,1,0.7720109930429224,0.5640687653866654,0.6666666666666666,1,0.16096982829856898,3,3,0,0.4843653196000037,0.3605271030785873,3,0.5387092689173429,0.6792984771281727,0.0,0.0,0
0.6533140957264987,2,0.44387868460989177,2,0.4851401467594315,4,3,2,1,0.8360577458607864,3,5,3,2,2,0.998306166459697,0.131054895124165,0.3333333333333333,0,0.40628891547976664,3,2,0,0.7321470636577442,0.5863729078337659,2,0.8224631203736491,0.7249927338131055,0.9537679660254019,0.7198360429530328,0
0.23097309673418875,2,0.9182749765771475,2,0.24775682205471394,2,4,1,0,0.045944614526807426,3,2,7,3,1,0.6481332851339374,0.6825334919819303,0.0,0,0.8643870682841204,4,1,1,0.24872489625691704,0.3605271030785873,2,0.27290280744439815,0.2448744201139401,0.0,0.23159972256771172,0
0.8928335954485438,2,0.9315758461058438,2,0.14914870696627042,2,3,3,1,0.22574143434765148,3,4,3,3,0,0.9367264300768188,0.5505089312887836,0.8164965809277259,0,0.2942745023857931,3,3,1,0.7497083827434787,0.5863729078337659,4,0.7583569287668387,0.8901529357027609,1.0,0.23159972256771172,0
0.4668742711931775,2,0.6907124924482331,1,0.14914870696627042,3,3,4,1,0.22574143434765148,3,2,6,2,0,0.6758786195445587,0.9527966715485977,0.0,0,0.2942745023857931,3,3,2,0.4843653196000037,0.7537023469282028,2,0.5721230700883236,0.5636393927627608,0.0,0.6156892268353706,0
0.3567581713863315,1,0.1883725124941416,1,0.14914870696627042,2,3,3,1,0.12157223672552908,2,1,2,1,2,0.4157862780213666,0.1827626985178015,0.8819171036881969,0,0.0,3,3,0,0.4205352031037301,0.3605271030785873,2,0.0,0.0,0.0,0.0,1
0.9247306493839766,2,0.8454437772326274,1,0.32335692379886977,4,1,4,1,0.0,3,2,0,3,1,0.5789076411987946,0.6327993148785491,0.0,1,0.5835659686529198,3,2,0,0.24872489625691704,0.3605271030785873,3,0.27290280744439815,0.2448744201139401,0.0,0.23159972256771172,0
0.4135181125688874,2,0.2129801040399809,1,0.14914870696627042,3,1,3,0,0.1961639501073963,1,2,4,4,2,0.7080113094317237,0.929407878426299,0.4714045207910317,0,0.8208030108384925,4,3,0,0.5130335995887932,0.3605271030785873,3,0.4086100528486662,0.48652451285631315,0.0,0.23159972256771172,0
0.29610935412901496,1,0.632838421635488,1,0.3854463751436099,2,3,3,0,0.8360577458607864,2,1,6,3,1,0.3849322590292257,0.8002304220786278,0.3333333333333333,1,0.40628891547976664,3,1,1,0.4205352031037301,0.3605271030785873,3,0.5387092689173429,0.6792984771281727,0.0,0.6713068087831271,1
0.19649490032986172,2,0.853765674085135,1,0.438532872985384,3,1,3,1,0.48644030191825527,4,1,2,1,1,0.22113253924166543,0.08161206300268467,0.3333333333333333,1,0.8643870682841204,4,3,2,0.0,0.3605271030785873,3,0.0,0.0,0.0,0.0,1
0.8598010802454459,2,0.8094745826003688,1,0.4851401467594315,4,3,2,1,0.06116068488245996,2,2,4,3,1,0.7099805479575529,0.5522235146834015,0.4714045207910317,0,0.6547368001061216,3,3,0,0.4843653196000037,0.3605271030785873,3,0.0,0.0,0.0,0.0,0
0.6944873694207843,2,0.6619697732493485,1,0.0,2,1,4,0,0.1961639501073963,2,2,4,4,1,0.7066079078333196,0.11510939274391305,1.0,1,0.2942745023857931,3,4,1,0.4205352031037301,0.7537023469282028,3,0.34861397859762394,0.386619330399842,0.0,0.23159972256771172,0
0.5413799416248,2,0.9124724147892019,1,0.970016363838452,1,3,3,0,0.3427420027055397,2,1,6,1,2,0.41548561391118,0.6944010181573941,0.3333333333333333,0,0.0,3,4,0,0.34462630236565955,0.5863729078337659,2,0.45847009917622533,0.5636393927627608,0.0,0.0,0
0.5413799416248,2,0.4496525892148806,2,0.0,3,2,2,1,0.794717500452851,3,2,7,3,1,0.6298241861255303,0.7229050405986467,1.0,0,0.0,3,3,0,0.6125457952642717,0.3605271030785873,3,0.6298163683670036,0.7652011898250674,0.7789627727958692,0.7629142499894663,0
0.08402608329257966,2,0.9234870942739565,1,0.5993566039314299,1,3,4,1,0.030680275381826494,3,1,6,3,2,0.0,1.0000000000000002,0.3333333333333333,1,0.0,3,4,0,0.0,0.887703117902555,3,0.0,0.0,0.0,0.0,1
0.3567581713863315,2,0.5318900312632906,2,0.9543734772435304,3,1,3,1,0.26985262912360575,2,2,7,1,1,0.6302959037014695,0.9111769364565202,0.3333333333333333,0,0.0,3,3,1,0.29997711353390266,0.0,3,0.4086100528486662,0.386619330399842,0.0,0.4714471644116613,0
0.38559163647278805,2,0.6683897902212472,1,0.7407811250550007,1,1,2,0,0.5714941077636747,1,1,6,4,1,0.34998964229284546,0.997912256896445,0.0,1,0.7170475029864036,3,1,1,0.34462630236565955,0.3605271030785873,2,0.4086100528486662,0.48652451285631315,0.0,0.3708816818960945,0
0.7143971518553851,2,0.6938831495386356,1,0.6613625328798755,3,1,1,1,0.4292701156326546,2,4,5,2,0,0.9288098958795494,0.1308429487136338,0.3333333333333333,0,0.0,3,3,1,0.7993190077200449,0.5863729078337659,3,0.8762192862626873,0.8010922213485505,0.5447473132194437,0.7629142499894663,0
0.6533140957264987,1,0.642593562091611,1,0.9543734772435304,2,3,3,0,0.8909502731724862,2,2,6,4,1,0.6090679382235535,0.8105778893694352,0.5773502691896257,1,0.2942745023857931,3,4,1,0.6345097876963278,0.5863729078337659,1,0.0,0.0,0.0,0.0,0
0.38559163647278805,2,0.9459634035953081,1,0.438532872985384,1,3,2,0,0.3572315697740245,3,1,2,4,1,0.4907454378540006,0.9791524511047293,0.3333333333333333,0,0.2942745023857931,3,1,1,0.4843653196000037,0.887703117902555,3,0.6022934812905385,0.7249927338131055,0.0,0.7198360429530328,0
0.771651870460476,2,0.8984969826199637,2,0.24775682205471394,3,5,1,0,0.22574143434765148,4,4,7,1,0,0.9104212166235026,0.2955039625202628,0.4714045207910317,0,0.16096982829856898,3,4,1,0.7993190077200449,0.887703117902555,3,0.7919586371895354,0.9807555032174602,0.37239413927865583,0.7198360429530328,0
0.7338824292628079,1,0.30599684092090657,1,0.0,2,3,3,1,0.9864201456514007,3,1,6,2,0,0.3809046927118249,0.43858087645928334,0.3333333333333333,1,0.16096982829856898,3,3,3,0.34462630236565955,0.3605271030785873,2,0.4086100528486662,0.386619330399842,0.37239413927865583,0.3708816818960945,1
0.7899693739854969,2,0.24879018379167306,1,0.14914870696627042,4,3,1,0,0.7532244662312199,3,4,5,3,1,0.9682867253785918,0.9906254549353847,0.5773502691896257,0,0.7720064314322386,3,2,2,0.8149470539518414,0.3605271030785873,4,0.8075603825162078,0.9807555032174602,0.723835364047014,0.6156892268353706,0
0.4668742711931775,1,0.30679433570327286,1,0.9216313511433328,4,1,1,1,0.7254745244648361,3,2,2,4,1,0.6667589028887786,0.80864731387342,0.3333333333333333,0,0.5015950351989389,3,4,2,0.4843653196000037,0.3605271030785873,3,0.6022934812905385,0.7249927338131055,0.6503280962936053,0.6713068087831271,0
0.6101871344330334,2,0.2513020495385443,1,0.0,1,1,3,0,0.1961639501073963,3,1,6,1,2,0.42437388760258266,0.5741099880704974,0.5773502691896257,0,0.6547368001061216,3,4,0,0.4205352031037301,0.5863729078337659,2,0.0,0.0,0.0,0.0,0
0.8598010802454459,2,0.5550866981600787,0,0.3854463751436099,3,1,3,1,0.7809037615907574,3,4,3,2,0,0.9238718744081691,0.6849977288680923,0.3333333333333333,1,0.0,3,2,1,0.9142367272061915,0.3605271030785873,3,0.9634556856833448,0.7652011898250674,0.0,0.8016666688070073,0
0.9706162372430871,0,0.2744752062246436,1,0.0,4,1,4,1,0.030680275381826494,1,2,0,3,0,0.6861985199880465,0.6659264097593696,0.4714045207910317,1,0.2942745023857931,3,4,1,0.5399719465131947,0.3605271030785873,3,0.4086100528486662,0.386619330399842,0.0,0.23159972256771172,0
0.5413799416248,2,0.10024511084248044,2,0.0,3,3,1,0,0.7254745244648361,3,2,7,3,2,0.6392178497533028,0.2476961818661951,0.3333333333333333,0,0.5835659686529198,3,4,0,0.29997711353390266,0.5863729078337659,3,0.4086100528486662,0.48652451285631315,0.0,0.3708816818960945,0
0.7529615981207756,2,0.9728204976345115,1,1.0,3,5,2,1,0.3716931220418104,3,3,4,4,1,0.8267266675144676,0.5800872995845474,0.6666666666666666,1,0.7170475029864036,3,4,2,0.4843653196000037,0.7537023469282028,4,0.27290280744439815,0.0,0.0,0.23159972256771172,0
0.9402781561101641,2,0.5966683715353653,1,0.564662473227541,3,3,3,1,0.7393584458740842,3,4,0,4,1,0.8689300265736275,0.7839273779908621,0.8819171036881969,0,0.0,3,3,0,0.8736420461094536,0.0,2,0.6022934812905385,0.6792984771281727,0.0,0.0,0
0.5878287615873572,2,0.025446286817417257,1,0.24775682205471394,3,4,4,0,0.07633005252643532,3,2,0,2,2,0.5847992118339231,0.547075061927977,0.5773502691896257,0,0.5015950351989389,3,1,0,0.4205352031037301,0.5863729078337659,2,0.34861397859762394,0.386619330399842,0.0,0.0,0
0.5878287615873572,1,0.8744573838225841,2,0.0,4,3,3,1,0.015365998159247884,1,2,7,4,0,0.8306579991601577,0.2927098148523748,0.3333333333333333,0,0.40628891547976664,3,3,2,0.34462630236565955,0.3605271030785873,2,0.45847009917622533,0.386619330399842,0.0,0.3708816818960945,0
0.6320068111819714,2,0.6432422941138723,2,0.14914870696627042,5,1,1,1,0.16644229952533263,4,3,7,3,2,0.7807269756399968,0.029479781690464807,0.0,0,0.7170475029864036,3,4,0,0.4536647081213162,0.5863729078337659,3,0.5387092689173429,0.6792984771281727,0.0,0.6713068087831271,0
0.5413799416248,2,0.5880230990932372,1,0.14914870696627042,3,1,3,1,0.21097025558956572,2,3,4,2,0,0.8497847865570947,0.7552904199298361,0.4714045207910317,0,0.7170475029864036,3,2,1,0.6125457952642717,0.3605271030785873,4,0.5012245859729352,0.6792984771281727,0.7789627727958692,0.4714471644116613,0
0.9089189650832386,2,0.7563910580153732,2,0.14914870696627042,4,1,3,0,0.16644229952533263,2,3,7,3,1,0.8595431432687164,0.3245607943592822,0.8164965809277259,0,0.0,3,2,1,0.5654168120152979,0.7537023469282028,3,0.5721230700883236,0.48652451285631315,0.8223742918672109,0.0,0
0.4668742711931775,0,0.7729881487619968,1,1.0,4,3,4,0,0.5714941077636747,3,1,2,3,2,0.5780784662062626,0.4403283504720781,1.0,0,0.16096982829856898,3,2,0,0.4843653196000037,0.3605271030785873,3,0.5387092689173429,0.6792984771281727,0.8223742918672109,0.6713068087831271,0
0.807929241796006,2,0.38416652027963905,2,1.0,1,3,1,0,0.8772509475054128,3,3,3,3,1,0.8973667927500557,0.9028834898378252,0.5773502691896257,0,0.8643870682841204,4,2,1,0.6125457952642717,0.5863729078337659,1,0.0,0.0,0.0,0.0,0
0.49240333871611686,1,0.5933477430559658,1,0.0,4,4,3,0,0.7809037615907574,4,2,0,2,1,0.6768763203672066,0.7750487176018813,0.3333333333333333,1,0.2942745023857931,3,1,1,0.34462630236565955,0.3605271030785873,3,0.45847009917622533,0.5636393927627608,0.0,0.23159972256771172,0
0.44059497780444046,2,0.15202870720757083,2,0.438532872985384,4,1,2,1,0.6697547813992731,1,2,7,3,1,0.711885188014854,0.7948192577436749,0.6666666666666666,1,0.7170475029864036,3,2,0,0.5399719465131947,0.5863729078337659,2,0.5012245859729352,0.6792984771281727,0.8223742918672109,0.6713068087831271,1
0.771651870460476,2,0.38115451041015513,2,0.0,2,2,2,0,0.8909502731724862,3,3,7,1,0,0.8540863872143216,0.0027928162224913344,0.3333333333333333,0,1.0,4,3,3,0.7832577180455765,0.3605271030785873,3,0.8635626487397513,0.8901529357027609,1.0,0.6713068087831271,0
0.6101871344330334,2,0.4986267954744924,1,0.9044596433950673,4,1,4,1,0.7532244662312199,3,2,0,4,0,0.6906693632540488,0.7313143740056856,1.0,0,0.40628891547976664,3,2,1,0.4843653196000037,0.3605271030785873,3,0.16924600772686804,0.2448744201139401,0.0,0.23159972256771172,0
0.6101871344330334,2,0.8996642867025931,2,0.0,4,1,4,1,0.8085142664224719,3,2,7,2,1,0.6103858891191845,0.2908585686233235,0.0,0,0.5015950351989389,3,1,2,0.6345097876963278,0.5863729078337659,3,0.7209172799860069,0.8901529357027609,0.723835364047014,0.7198360429530328,0
0.7143971518553851,2,0.8155044555938921,2,0.14914870696627042,3,3,4,1,0.6277642051253817,3,2,7,4,1,0.7795880782316704,0.21779313030331457,0.3333333333333333,1,0.6547368001061216,3,1,1,0.4843653196000037,0.5863729078337659,3,0.6022934812905385,0.7652011898250674,0.8577623072927878,0.7198360429530328,0
0.5878287615873572,1,0.6341417418653401,1,0.564662473227541,3,3,2,1,0.3427420027055397,3,1,6,4,1,0.37818945803198467,0.4514997089341666,0.3333333333333333,1,0.16096982829856898,3,3,3,0.24872489625691704,0.5863729078337659,2,0.34861397859762394,0.2448744201139401,0.0,0.23159972256771172,0
0.6320068111819714,2,0.80524513737815,2,0.24775682205471394,2,3,4,0,0.16644229952533263,3,2,7,3,1,0.6626211390328969,0.6917692361602065,0.6666666666666666,1,0.7170475029864036,3,1,0,0.5399719465131947,0.5863729078337659,2,0.0,0.0,0.0,0.0,1
0.3567581713863315,2,0.8094745826003688,0,0.5268350727502862,2,3,2,1,0.48644030191825527,2,1,1,4,0,0.6441623866583743,0.9024583559891571,0.3333333333333333,0,0.2942745023857931,3,4,1,0.34462630236565955,1.0,3,0.4086100528486662,0.0,0.0,0.4714471644116613,0
0.5413799416248,1,0.8275217440194635,1,0.8086840430352656,4,1,3,1,0.7254745244648361,3,2,0,3,1,0.6877337054880801,0.9229544091525385,0.3333333333333333,1,0.40628891547976664,3,4,2,0.4843653196000037,0.3605271030785873,4,0.6022934812905385,0.2448744201139401,0.0,0.23159972256771172,0
0.4135181125688874,2,0.18748171803677927,1,0.14914870696627042,3,1,3,1,0.9864201456514007,2,2,0,4,1,0.5884131053061417,0.6213215196945644,0.3333333333333333,0,0.7720064314322386,3,1,3,0.5130335995887932,0.5863729078337659,3,0.6298163683670036,0.8010922213485505,0.912623981097957,0.7198360429530328,0
0.6320068111819714,2,0.29235903829809573,1,0.6893947684423554,4,3,3,0,0.918302452316519,2,4,3,2,0,0.9677155082855151,0.6759128962531974,0.8164965809277259,1,0.2942745023857931,3,4,2,0.7321470636577442,0.7537023469282028,3,0.7919586371895354,0.7652011898250674,1.0,0.23159972256771172,0
0.7143971518553851,2,0.5906872199255289,1,0.438532872985384,3,3,1,0,0.7393584458740842,2,5,3,3,1,0.9937145011285207,0.855418354044302,0.8819171036881969,0,0.2942745023857931,3,4,0,0.7321470636577442,0.3605271030785873,3,0.7401734390604967,0.8630294326640156,0.7789627727958692,0.9268130803124919,0
0.326954238314471,2,0.6894429671238608,1,0.4851401467594315,3,3,4,0,0.3716931220418104,2,2,0,1,2,0.7402770041713005,0.883851918907966,0.9428090415820634,0,0.7720064314322386,3,1,0,0.4536647081213162,0.3605271030785873,1,0.5012245859729352,0.6264030297729014,0.0,0.6713068087831271,0
0.6944873694207843,2,0.33205001038540793,2,0.7158006183367057,2,3,3,0,0.5573739894434419,2,2,7,3,2,0.7152730844547222,0.29932439026086866,0.8819171036881969,0,0.6547368001061216,3,1,0,0.4843653196000037,1.0,3,0.4086100528486662,0.48652451285631315,0.0,0.3708816818960945,0
0.44059497780444046,2,0.33906447282340435,1,0.32335692379886977,3,3,1,0,0.47218426985648887,4,1,2,3,0,0.5741448415842587,0.6286995335874257,0.9428090415820634,0,0.16096982829856898,3,2,1,0.24872489625691704,0.0,2,0.16924600772686804,0.2448744201139401,0.37239413927865583,0.23159972256771172,0
0.6320068111819714,2,0.7809391886797744,1,0.438532872985384,3,3,4,1,0.5855928564860823,3,1,2,1,1,0.3912008904365347,0.12861416881367319,0.8819171036881969,1,0.8643870682841204,4,4,0,0.4205352031037301,0.3605271030785873,1,0.16924600772686804,0.2448744201139401,0.37239413927865583,0.23159972256771172,1
0.38559163647278805,2,0.5028191768059,1,0.0,3,1,4,0,0.8222942773605343,2,4,5,4,0,0.9547905085322235,0.08036603162023662,0.5773502691896257,0,0.40628891547976664,3,2,2,0.4536647081213162,0.3605271030785873,2,0.5012245859729352,0.6792984771281727,0.0,0.6713068087831271,0
0.8255456929896963,1,0.4618537882702385,1,0.5993566039314299,4,1,3,0,0.07633005252643532,3,5,5,1,2,0.9858380011671404,0.9552375102158065,1.0,1,0.0,3,4,0,0.7497083827434787,0.7537023469282028,3,0.27290280744439815,0.2448744201139401,0.0,0.23159972256771172,0
0.6101871344330334,2,0.9476850932096662,2,0.0,3,1,1,1,0.4292701156326546,2,1,8,1,2,0.45729564471440654,0.45399866299122105,0.6666666666666666,0,0.40628891547976664,3,1,0,0.7140045683788672,0.5863729078337659,2,0.0,0.0,0.0,0.0,0
0.5413799416248,2,0.942516945517374,1,0.564662473227541,4,3,2,1,0.26985262912360575,3,2,6,3,2,0.6542424900878316,0.7242736281676457,0.3333333333333333,0,0.7720064314322386,3,2,0,0.4843653196000037,0.887703117902555,3,0.6022934812905385,0.6792984771281727,0.0,0.7198360429530328,0
0.6944873694207843,2,0.5820155563175912,1,0.9044596433950673,5,1,1,0,0.21097025558956572,3,4,5,4,2,0.953004209024856,0.623930691794133,0.4714045207910317,0,0.40628891547976664,3,2,0,0.6345097876963278,0.3605271030785873,3,0.0,0.0,0.0,0.0,0
0.44059497780444046,1,0.4073000158147094,1,0.24775682205471394,3,1,4,0,0.045944614526807426,3,1,6,3,2,0.5829319979983563,0.12076443388303662,0.3333333333333333,0,0.16096982829856898,3,1,0,0.38444046086622075,0.3605271030785873,1,0.5012245859729352,0.2448744201139401,0.8223742918672109,0.6713068087831271,1
0.5172253842369607,2,0.8513906608136209,2,0.6893947684423554,4,3,4,1,0.13656868930497124,3,3,7,3,0,0.8049775335399953,0.867868149614388,0.3333333333333333,0,0.7170475029864036,3,3,1,0.4536647081213162,0.3605271030785873,2,0.5387092689173429,0.6792984771281727,0.0,0.0,0
0.5649032812590571,2,0.959708444273072,1,0.7158006183367057,1,1,3,1,0.5573739894434419,3,2,0,4,1,0.7306934011540527,0.15569454198917496,0.0,1,0.6547368001061216,3,1,1,0.6555546393565684,0.3605271030785873,2,0.7401734390604967,0.7249927338131055,0.6503280962936053,0.8369005063545877,0
0.326954238314471,1,0.5946766624377428,2,0.5268350727502862,1,2,3,1,0.7809037615907574,3,2,7,4,1,0.6031241037390327,0.9038643194037584,0.0,0,0.7720064314322386,3,2,1,0.29997711353390266,0.5863729078337659,3,0.34861397859762394,0.2448744201139401,0.0,0.0,0
0.6533140957264987,0,0.7637815924718983,2,0.9852159573267425,3,4,3,1,0.41491520681783745,1,3,7,1,0,0.8651375676320239,0.4499661952947591,0.5773502691896257,0,0.5015950351989389,3,3,1,0.7140045683788672,0.3605271030785873,3,0.0,0.0,0.0,0.0,0
0.5172253842369607,2,0.6869017417969345,2,0.0,3,5,4,1,0.5006727054287982,2,3,7,3,1,0.7513227092809558,0.4865027884930093,0.3333333333333333,1,0.40628891547976664,3,4,0,0.4843653196000037,0.5863729078337659,3,0.6022934812905385,0.7652011898250674,0.8577623072927878,0.6156892268353706,0
0.7143971518553851,2,0.705890985011054,1,0.4851401467594315,3,1,3,0,0.1961639501073963,3,3,0,1,1,0.8426281501911141,0.3623006723081157,0.9428090415820634,0,0.5835659686529198,3,1,1,0.4843653196000037,0.0,2,0.0,0.0,0.0,0.0,0
